doc_id,name,county,tier,phone,website,lat,lng,checks_failed
4EWelLqeYFetqIKGLeeg,"St. Patrick Lazarus Pantry",Russell,orange,"(334) 298-8552","https://stpatsphenixcity.org/news/lazarus-outreach-center",32.4698,-85.0007,"unparseable_hours_freetext; missing_zip; placeholder_coords_repeated_x2"
4FiRdkF80c0MyX12HqPP,"Uriah United Methodist Church - The Shepard's Pantry",Monroe,orange,"(717) 486-7543","",31.30565391,-87.50217693,"unparseable_hours_freetext; coords_outside_county_bounds"
4JNCBOL4BJurFw3BkmnC,"House of Restoration Pentecostal Church",Tallapoosa,orange,"(256) 524-0951","",32.793758510721,-85.648630042727,"unparseable_hours_freetext"
4R8OJYKZcKA8k0zYbhKQ,"Lake Elam Missionary Baptist Church",Elmore,orange,"(334) 221-3226","",32.476136,-86.3553222,"unparseable_hours_freetext; coords_outside_county_bounds"
4ePu8z3HEz6DTqqxQdTo,"A Servant's Heart Mission Pantry",Etowah,orange,"(256) 441-4780","",33.9677303,-85.76905,"unparseable_hours_freetext; coords_outside_county_bounds"
4m8HrovHkwlHo60xrr8H,"Gateway Community Outreach at Navco",Mobile,orange,"(251) 471-3552","",30.63086449,-88.1059694,"unparseable_hours_freetext"
4nB13K1xnddyQWBv1eSE,"Closing the Revolving Door",Mobile,orange,"(251) 402-5965","",30.73196073,-88.07935977,"unparseable_hours_freetext"
4xPESk6VCP4w5i1ZDSVu,"Alabaster Church of God Pantry",Shelby,orange,"(205) 588-9262","",33.244624,-86.8223266,"unparseable_hours_freetext"
50JrRQIvd33RIPUHxEU7,"Church of the Lord Jesus Christ Apostolic",Mobile,orange,"(251) 689-8909","",30.80440101,-88.26049898,"unparseable_hours_freetext"
55mhNJ2jhrO0C9EX9wZb,"Parrish First Baptist Church Pantry",Walker,orange,"(205) 300-3101","",33.731645,-87.284576,"unparseable_hours_freetext"
56vOoYMqDcnMMjTiHw9A,"Bama Cares Student Pantry",Tuscaloosa,orange,"(205) 348-2461","",33.2145156,-87.545665,"unparseable_hours_freetext"
58nKNUAbf3fBwPKUYJW0,"Favored Families Food Pantry",Randolph,grey,"","",33.170017,-85.3681572,"missing_phone; unparseable_hours_freetext; missing_street; missing_city; missing_zip"
5E8DSFBeJNWvWXKUqJVT,"St. John Missionary BC",Houston,orange,"(334) 522-3220","",31.2232,-85.3905,"unparseable_hours_freetext; placeholder_coords_repeated_x3"
5F7asmVfSsDGlW0ENPLO,"Mt. Zion Chapel AME Zion",Elmore,orange,"(334) 324-3682","",32.5966206,-86.2753322,"unparseable_hours_freetext"
5MvzUnbAxfZoMTQRFPOw,"Greater Dothan Baptist Church",Houston,orange,"(334) 699-0066","",31.184121869929,-85.379390702245,"unparseable_hours_freetext"
5PsZde2hFtQsIpm3vPfn,"Main Street Ministries Pantry",Winston,orange,"(205) 272-1356","",34.1707533,-87.4027846,"unparseable_hours_freetext"
5W9PK7DeMVAj4cMQ6U6J,"Victory Health Partners, Inc.",Mobile,orange,"(251) 460-0999","",30.66690699,-88.14081496,"unparseable_hours_freetext"
5bRcbHjME6HCOZMMFPsL,"Greenwood Community Covenant Church",Baldwin,orange,"(251) 989-6495","",30.50152802,-87.64924802,"unparseable_hours_freetext"
5eRZ1z8Ndq2ymJGtLzIx,"Pine Grove Church Manna House",Lee,orange,"(334) 749-8874","",32.707323742623,-85.258134709461,"unparseable_hours_freetext"
5neAq82BXqxjfyayHyj5,"Life Point Church",Marshall,grey,"","",34.282212772685,-86.227231347983,"missing_phone; unparseable_hours_freetext"
5qmoKNiYlKmudq2mXkAJ,"Westside Baptist Church Pantry",Walker,orange,"(205) 221-5131","",33.8285849,-87.2886458,"unparseable_hours_freetext"
5u8IUbaDXcxNP8Jhs5n4,"Cedar Bluff First United Methodist Church Pantry",Cherokee,orange,"(256) 201-3704","",34.2206151,-85.6053639,"unparseable_hours_freetext"
60wznP9trSEVweeNzmvH,"Homewood Church of Christ Pantry",Jefferson,orange,"(205) 942-5683","",33.4387837,-86.8403123,"unparseable_hours_freetext"
69TqeNs1dg7nCyITCFJv,"Hillside Baptist Church",Cullman,grey,"","",34.302644058414,-86.899055233794,"missing_phone; unparseable_hours_freetext"
6KwZc3NL8gcxF4F9xPig,"Sweet Bethel Missionary Baptist Church",Mobile,orange,"(251) 824-4132","",30.38724217,-88.24610423,"unparseable_hours_freetext"
6PO4ASilX9OcbKc6EWBc,"First Baptist Church Mission Center",Montgomery,orange,"(334) 263-6369","",32.376010666279,-86.31967401379201,"unparseable_hours_freetext; missing_street"
6RYQuxvLstyNsvadfNI9,"Serving You Ministries, Inc. Pantry",Jefferson,orange,"(205) 908-6216","",33.5493172,-86.7406286,"unparseable_hours_freetext"
6SgN8Q2zFWV6HAXvKN4K,"CSFP - Baptist Retirement",Etowah,orange,"(256) 494-9400","",33.9973482,-85.9644495,"unparseable_hours_freetext"
6YsALjR8FRwavnaF5mQR,"Trinity Baptist Church",Morgan,grey,"","",34.589888954155,-87.08848413043,"missing_phone; unparseable_hours_freetext"
6aWjQmL4UXinuELvMBAj,"Macedonia Primitive Baptist Church",Limestone,grey,"","",34.751419120694,-86.796159315229,"missing_phone; unparseable_hours_freetext"
6bEJXybVLKZCJ283KMkc,"Connecting Pointe Pantry",Jefferson,orange,"(205) 541-0661","",33.5681319,-86.6452568,"unparseable_hours_freetext"
6jzwUJATu6JqwVqp5lRO,"Cowboy Church of Colbert County",Colbert,grey,"","",34.7365,-87.7025,"missing_phone; unparseable_hours_freetext"
6lrOMs1W5J2CUjk06dvM,"St. John Catholic Church",Dale,orange,"(334) 774-6826","",31.44356107048,-85.6488795301,"unparseable_hours_freetext"
6maUiNjFTHGrcambTQCQ,"Lawrence County Dream Center",Lawrence,grey,"","",34.657038967238,-87.376713937592,"missing_phone; unparseable_hours_freetext"
6oqxx1j9yy8vWFHedEVr,"Greater Birmingham Ministries Pantry",Jefferson,orange,"(205) 326-6821","",33.529416,-86.8098266,"unparseable_hours_freetext"
6vOdFytI1mKQVAUnPgwn,"Selma Area Food Bank (Hub)",Dallas,orange,"(334) 872-4111","https://selmafoodbank.com",32.4073,-87.0211,"unparseable_hours_freetext; missing_zip; placeholder_coords_repeated_x2"
70OtZeJUAQ5H776IogPt,"Life Source",Morgan,grey,"","",34.447490674336,-86.840509655935,"missing_phone; unparseable_hours_freetext"
73i03CMjda3oYLPf5zzO,"Feeding Cleburne Pantry",Cleburne,orange,"(770) 550-9767","",33.5254526,-85.3424219,"unparseable_hours_freetext"
7IgMEeuvngihwIxUZ1yx,"Elmore County Food Pantry",Elmore,orange,"(334) 567-3232","",32.5412476,-86.2238731,"unparseable_hours_freetext"
7JvPzQbhx74meExL7ZrI,"Belmor Baptist Church",Limestone,grey,"","",34.8029,-86.9722,"missing_phone; unparseable_hours_freetext"
7LPilBjN6sRee8gATBRF,"Christian Love Pantry",St. Clair,orange,"(205) 884-7200","",33.5880177,-86.2870447,"unparseable_hours_freetext"
7ioKctr3r0MaTKNAQU1X,"Sycamore House of Compassion Pantry & Soup Kitchen",Talladega,orange,"(256) 267-0831","",33.2589348,-86.2021009,"unparseable_hours_freetext"
7ixgA7hjtt5Ve7FVE2sI,"Hamby's Chapel United Methodist",Cullman,grey,"","",34.303174126334,-86.784054891936,"missing_phone; unparseable_hours_freetext"
7jnLBOShKc98hKb5u1W4,"Bethlehem Missionary Baptist Church - Greenville",Butler,orange,"(334) 437-1166","",31.7599129,-86.453252,"unparseable_hours_freetext"
7xmXnsUoYFrXcD2BtWLG,"Lakeview Baptist Church",Lee,orange,"(334) 887-7904","",32.608861507057,-85.449810086426,"unparseable_hours_freetext"
7xtaNvT0vKkeizzeOXQF,"Patricia Haley Charity",Madison,grey,"","",34.7304,-86.5861,"missing_phone; unparseable_hours_freetext; placeholder_coords_repeated_x6"
8ChfPRBSIrLi0g9xgYsy,"Catholic Center of Concern Pantry",Etowah,orange,"(256) 546-0028","",34.0135864,-86.0074926,"unparseable_hours_freetext"
8NGgm3DrVTXvdeFHAUD3,"Church of the Reconciler Pantry",Jefferson,orange,"(208) 861-1205","",33.4911373,-86.914978,"unparseable_hours_freetext"
8TVnxej0fJ0XbECGcgdW,"First Methodist Church Hueytown Pantry",Jefferson,orange,"(205) 305-4186","",33.4517756,-86.9975603,"unparseable_hours_freetext"
8bM6IPjtjJUs7JaGMAYs,"New Generation Church",Mobile,orange,"(251) 334-0898","",30.716279,-88.20731396,"unparseable_hours_freetext"
8gFTRySU0MeYuDiQFFTQ,"Calvary Assembly of God",Mobile,orange,"(251) 661-8130","",30.58963402,-88.19973203,"unparseable_hours_freetext"
8h9Lk1Zb1nMxAoszupwA,"Project G.R.A.C.E.",Perry,orange,"(334) 345-0356","",32.644119865228,-87.287719876861,"unparseable_hours_freetext; missing_zip"
8iPxghY8rWp4udObJjIp,"Cane Creek Missionary Baptist Pantry",Jefferson,orange,"(205) 238-1879","",33.8143112,-86.8477415,"unparseable_hours_freetext; coords_outside_county_bounds"
8nnwTPmKIaAAQx3tugP0,"Kikstart Incorporated Pantry",Jefferson,orange,"(623) 570-7616","",33.3674581,-87.0121489,"unparseable_hours_freetext; coords_outside_county_bounds"
8rjx5IoITTHMkOJRDA01,"Dilworth Church of God Pantry",Walker,orange,"(205) 648-6327","",33.8006565,-87.0546114,"unparseable_hours_freetext"
94gfhAr9INJzT03gyTJh,"Empowerment Tabernacle Christian Center",Escambia,orange,"(251) 253-9817","",31.03745999,-87.49175198,"unparseable_hours_freetext; coords_outside_county_bounds; duplicate_name_x2"
96JeBCdU4gymfHyFZcyO,"Aurora Missionary Baptist Church Pantry",Etowah,orange,"(205) 493-6198","",34.120348,-86.1920145,"unparseable_hours_freetext"
9H9yHhs4QzVGeZyA1d7T,"From Under the Tree Ministries",Macon,grey,"","",32.426513271639,-85.689831187953,"missing_phone; unparseable_hours_freetext"
9IvWqComYq5vbsvwtzcw,"Sowing Seeds of Hope",Perry,orange,"(334) 683-4666","",32.6368,-87.3195,"unparseable_hours_freetext; missing_zip; placeholder_coords_repeated_x6"
9j1rZYWqrej3pwoNbPRT,"Hines Baptist Church",Marion,orange,"(205) 486-2767","https://www.feedingamerica.org/find-your-local-foodbank",34.2715531,-87.7221291,"unparseable_hours_freetext; website_is_directory_listing"
9mJE5DQppiREzM9brjCv,"Central Baptist Church",Morgan,grey,"","",34.554458041026,-86.973745865118,"missing_phone; unparseable_hours_freetext; duplicate_name_x2"
9t0AA8eIKfDBI5iNqOxO,"Walk of Faith Ministries Pantry",Walker,orange,"(205) 275-9165","",33.9315999,-87.4413843,"unparseable_hours_freetext"
9ts4hix0vFWPDlMGWClj,"Paul Mitchell Ministries Pantry",Jefferson,orange,"(205) 612-6403","",33.5000929,-86.8610287,"unparseable_hours_freetext"
9vZctReMcYWf22c3SuXP,"Smithfield Backpack Buddies Agency Backpack",Jefferson,orange,"(205) 602-2846","",33.5091162,-86.8311094,"unparseable_hours_freetext; placeholder_coords_repeated_x2; duplicate_address_x2"
9z3VZTPWg2X0kW6ziz2g,"Helping Hands Dothan",Houston,orange,"(601) 934-0554","",31.306409820336,-85.438543494338,"unparseable_hours_freetext"
A0G8jZ0TVwtEmNQRPgRs,"Bayou Sara Baptist Church",Mobile,orange,"(251) 675-1770","",30.82667399,-88.06790699,"unparseable_hours_freetext"
ADmp7BIXaRdfVci4Ip1s,"North Jefferson Baptist Caring Center Pantry",Jefferson,orange,"(205) 608-3112","",33.6888143,-86.8729346,"unparseable_hours_freetext"
AHPIchLJZmOf9PGSLsIe,"Greater 14th Baptist Senior Grocery Program",Jefferson,grey,"","",33.3920019,-86.9497312,"missing_phone; unparseable_hours_freetext"
AKNbDG3znExTMGPIVkeX,"Eagle's Rest Pantry",Walker,orange,"(205) 522-2329","",33.7179345,-87.3859392,"unparseable_hours_freetext"
ALFK4WVblBBJ4A28cSJZ,"Westwood Baptist Church (Harvest House) Pantry",Shelby,orange,"(205) 908-9905","",33.2558174,-86.8008917,"unparseable_hours_freetext"
ANWBfgEvxHj30JJjCKGX,"Sixth Ave Baptist Church Pantry & Backpack",Jefferson,orange,"(703) 850-9926","",33.4853336,-86.8390283,"unparseable_hours_freetext"
Aa5Sp6kXEL4qW7aEEZx1,"Hale County Dept of Human Res",Hale,orange,"(334) 624-2580","",32.7054,-87.5984,"unparseable_hours_freetext; missing_zip"
Ac8pByTSdrz6Yy6vqZVJ,"Tuscaloosa Church of God-Real Hope",Tuscaloosa,grey,"","",33.1684938,-87.541219,"missing_phone; unparseable_hours_freetext"
AmLpQIF9yKh4OyGInaiD,"Titusville Development Corp Pantry",Jefferson,orange,"(205) 925-0958","",33.4972693,-86.8260123,"unparseable_hours_freetext"
AnYBJMumUedbYsQtMgUM,"Canterbury Chapel",Tuscaloosa,orange,"(205) 345-9590","",33.1974862,-87.5301898,"unparseable_hours_freetext"
AoOSOyJi1r5HzG7uHuRC,"Triune Christian Family",Houston,orange,"(334) 828-4541","",31.226914701355,-85.399719897386,"unparseable_hours_freetext"
AxZGdBwzBao2uqH0S1Vi,"Swift Presbyterian Church",Baldwin,orange,"(251) 943-8367","",30.37518998,-87.62799202,"unparseable_hours_freetext"
B4zka1wioZtFdnNpMbGd,"Hilltop Cidel Christian Church",Barbour,orange,"(334) 688-1229","",31.888833062917,-85.143877342386,"unparseable_hours_freetext"
B72tOSe6NIvnBpl5tYkc,"First Presbyterian Church Sheffield",Colbert,grey,"","",34.762837929272,-87.697801625232,"missing_phone; unparseable_hours_freetext"
B8FRcvW6syQpviICqKHr,"Hope House Pantry",Blount,orange,"(205) 625-4673","",33.9572475,-86.4661219,"unparseable_hours_freetext"
BACCMBEbApOnNuYj3PsS,"Friends of Theo Ratlif",Marengo,orange,"(334) 654-4457","",32.50498616736,-87.826445480319,"unparseable_hours_freetext; missing_zip; placeholder_coords_repeated_x2; coords_outside_county_bounds; duplicate_address_x2"
BAN0oITCjZJmLX0jEHHh,"Cullman Caring For Kids",Cullman,grey,"","",34.1748,-86.8434,"missing_phone; unparseable_hours_freetext; placeholder_coords_repeated_x3"
BAZLHBww6ahTETF9ZxUD,"The Harbor Church",Houston,orange,"(334) 790-4031","",31.22687202969,-85.392431086435,"unparseable_hours_freetext"
BED7P7DuxKlYMJ9kNYii,"Saint Vincent Society of Saint Thomas",Mobile,orange,"(251) 458-4578","",30.76611201,-88.07563996,"unparseable_hours_freetext"
BFdTszEUxIrfLZoPLv63,"Unsheltered International",Cullman,grey,"","",34.184927748867,-86.983589682001,"missing_phone; unparseable_hours_freetext"
BONhaAgIkmlghvyCRZWa,"Journey Church",Madison,grey,"","",34.811699133221,-86.569695686006,"missing_phone; unparseable_hours_freetext"
BOQgFGpPjRLejy7ltQzK,"Leeds First Methodist Church Pantry",Jefferson,orange,"(205) 699-8575","",33.5439856,-86.544669,"unparseable_hours_freetext; coords_outside_county_bounds"
BR4O49H2E7enhZeDlycI,"Steele United Methodist Church Pantry",St. Clair,orange,"(256) 390-2992","",33.9398201,-86.2016435,"unparseable_hours_freetext; coords_outside_county_bounds"
BRHXGWVtc3PWgw9of3KN,"Fairfield High Preparatory School - School Pantry Program",Jefferson,grey,"","",33.4911852,-86.9083268,"missing_phone; unparseable_hours_freetext"
Ba2v0XSnCLHO3dYcwYIf,"Christian Service Center",Baldwin,orange,"(251) 968-5256","",30.27318499,-87.68221598,"unparseable_hours_freetext; duplicate_name_x2"
BbL2rQIRdwbAOV6Gx0m1,"Greater Ebenezer Missionary Baptist Church",Lee,orange,"(706) 718-2724","",32.4008557,-85.7220855,"unparseable_hours_freetext; missing_street; missing_city; missing_zip; coords_outside_county_bounds"
BeP8kTMOSx5ypie63QJx,"Wallace Chapel Iglesia del Nazareno",Tuscaloosa,orange,"(334) 301-2515","",33.1500234,-87.2562568,"unparseable_hours_freetext"
BgFiIMdSmhRNEkkg8Afg,"Bethlehem Baptist Church",Madison,grey,"","",34.976906101339,-86.645679154114,"missing_phone; unparseable_hours_freetext; coords_outside_county_bounds"
Br1YTFeb3N92jnrx5Omk,"The Link / Master's Hands Food Pantry",Cullman,grey,"","",34.172024241316,-86.831553851141,"missing_phone; unparseable_hours_freetext"
BrLCr7O5PYWY25Oz2szj,"CSFP - East Lake House",Jefferson,orange,"(205) 833-1798","",33.5638089,-86.7237971,"unparseable_hours_freetext"
C1rzoXojQTAJwp1TVwiB,"First Baptist Church Alabaster Pantry",Shelby,orange,"(205) 663-3531","",33.2467353,-86.8272112,"unparseable_hours_freetext"
C9bzq6JWmEKj1f5h4vw4,"Washington Baptist Association",Washington,orange,"(251) 847-2753","",31.45897779,-88.23164646,"unparseable_hours_freetext"
CIVlEjrMxCjQ3MCow6i2,"One In Christ Ministries",Madison,grey,"","",34.772095915857,-86.514200435138,"missing_phone; unparseable_hours_freetext"
COnDzQbg0j3nrpGwv54Z,"Greater Shiloh Baptist Church",Henry,orange,"(334) 693-3590","",31.354508176649,-85.336581658263,"unparseable_hours_freetext"
CV6YiFBqqxuKcaJAaNDn,"Marshall County Christian Services",Marshall,grey,"","",34.26629670674,-86.220235036844,"missing_phone; unparseable_hours_freetext"
CaZmL4vPwkbe9YxzRhdu,"Selma AIR",Dallas,orange,"(334) 872-6795","",32.4074,-87.0211,"unparseable_hours_freetext; missing_zip; placeholder_coords_repeated_x2"
CckjgaFt0t55dihStMWJ,"New Pilgrim Baptist Church Pantry",Jefferson,orange,"(205) 335-1626","",33.4876016,-86.8361974,"unparseable_hours_freetext"
CfizBnu2lZX9GuCSCRjJ,"Jackson Chapel AME Zion Church",Elmore,orange,"(334) 322-5239","",32.4944423,-86.3477958,"unparseable_hours_freetext"
CjgxrRrEZFT2ru6qrPNy,"Henagar Baptist Church",DeKalb,grey,"","",34.626619275741,-85.828050978015,"missing_phone; unparseable_hours_freetext"
CkB6RTCqj79827BqmMsi,"New Market U.M.C.",Madison,grey,"","",34.907390756841,-86.426850601953,"missing_phone; unparseable_hours_freetext"
CmBf5AcJg7PB28UJAcUp,"Mt. Olive Missionary Baptist Church - Burkeville",Lowndes,orange,"(334) 300-2793","",32.2564759,-86.5363821,"unparseable_hours_freetext"
CmxxjQyzdKakhFpnrM5G,"The HUB Community Development Corporation, Inc. Pantry",Jefferson,orange,"(205) 230-4290","",33.3325349,-86.9595863,"unparseable_hours_freetext; coords_outside_county_bounds"
CxiiJnZzCTSRdBlxHykA,"Shady Grove C.H. Church",Houston,orange,"(334) 714-3878","",31.2232,-85.3905,"unparseable_hours_freetext; placeholder_coords_repeated_x3"
D3ksTykaBJQQsrFofCzj,"Lakewood Baptist Church",Tuscaloosa,orange,"(205) 333-0414","",33.229007,-87.5772293,"unparseable_hours_freetext; duplicate_name_x2"
DJvWhDHl56trqKcXfvKi,"Calvary Resurrection Christian Pantry",Jefferson,orange,"(205) 836-8022","",33.616156,-86.6998578,"unparseable_hours_freetext"
DMvUSLD6zrVGFhyEf1sN,"Roaches Cove Baptist",Jackson,grey,"","",34.82197979639,-85.928788181511,"missing_phone; unparseable_hours_freetext"
DNMVJjj431gU5dMQBY4g,"Rose of Sharon",Madison,grey,"","",34.746361220385,-86.598724484566,"missing_phone; unparseable_hours_freetext"
DWRbYJoYlGmAwOvHkoE2,"Perry County Food Bank",Perry,orange,"(334) 683-6541","",32.6329,-87.3192,"unparseable_hours_freetext; missing_zip"
DWsyP7HYjWKsq3IOYwLm,"Lincoln Church of Christ",Madison,grey,"","",34.747937391949,-86.583649342595,"missing_phone; unparseable_hours_freetext"
DdhRUrldOljg3dFurOFh,"One Meal Mobile",Mobile,orange,"(251) 622-3460","",30.80573302,-88.10182101,"unparseable_hours_freetext"
